PartitionKey,RowKey,Timestamp,Value
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderShippingUSD,10-03-2017,Order Shipping(CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoicedShippingUSD,10-03-2017,Invoiced Shipping (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalInvoicedShippingUSD,10-03-2017,Total Invoiced Shipping (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderChargesUSD,10-03-2017,Order Charges (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoicedChargesUSD,10-03-2017,Invoiced Charges (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalInvoicedChargesUSD,10-03-2017,Total Invoiced Charges (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ItemMatchingType,09-11-2013,Item Matching Type
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ItemTotal,09-11-2013,Item Total
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_POLineNumber,10-02-2016,PO Line number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LineNumbers,7/22/2015,Line Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ItemNumber,7/22/2015,Item Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SupplierItemNumber,10-03-2017,Supplier Item Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalInvoicedShipping,9/13/2013,Total Invoiced Shipping
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ExceptionComments,09-11-2013,Exception Comments
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OverrideException,04-09-2015,Override Exception
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderNumber,09-11-2013,Order Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderAmount,10-03-2017,Order Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderStatus,09-11-2013,Order Status
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_POOrderContact,09-11-2013,PO - Order Contact
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceOrderContact,09-11-2013,Invoice - Order Contact
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderCurrency,10-03-2017,Order Currency
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceCurrency,10-03-2017,Invoice Currency
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderedTaxUSD,10-03-2017,Ordered Tax(CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoicedTaxUSD,10-03-2017,Invoiced Tax (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoicedExternalTaxUSD,20-11-2018,Calculated Tax (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalInvoicedTaxUSD,10-03-2017,Total Invoiced Tax (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_UseTaxUSD,10-03-2017,Use Tax (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AmountFor,9/13/2013,Amount for
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InOrderUSD,10-03-2017,In Order (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InInvoiceUSD,10-03-2017,In Invoice (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalInvoicedUSD,10-03-2017,Total Invoiced (CUR)
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderedUOM,10-03-2017,Ordered UOM
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ReceivedUOM,10-03-2017,Received UOM
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceUOM,10-03-2017,Invoice UOM
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SupplierName,10-03-2017,Supplier Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PartnerStatus,04-06-2016,Partner Status
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceAdvanceAmount,4/15/2016,Invoice Advance Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderAdvanceAmount,4/15/2016,Order Advance Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AvailableAdvanceAmount,4/15/2016,Available Advance Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceAmount,10-03-2017,Invoice Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderAmount,10-03-2017,Order Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AdjustmentTotal,10-03-2017,AdjustmentTotal
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AdvanceTotal,10-03-2017,AdvanceTotal
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PaymentDate,10-05-2017,Payment Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ReferenceNumber,10-05-2017,Reference Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_RemittanceID,10-05-2017,Remittance ID
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Method,10-05-2017,Method
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Currency,10-05-2017,Currency
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Amount,10-05-2017,Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Send,10-06-2017,Send
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ENTERVALUEERROR,10-06-2017,Please enter new value
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_RECEIVEDVALUE,10-06-2017,Received Value
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_HEADERERRORMESSAGE,10-06-2017,This is service based Invoice with an intended fulfillment of Service Confirmation. Please add service lines and link them back to PO lines to proceed the submission
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ScannedImage,07/10/2019,SCANNED DOCUMENT
0.GEP.Cumulus.P2P.Resources.en-US,P2P_COMMON_CANCEL,09-11-2013,CANCEL
0.GEP.Cumulus.P2P.Resources.en-US,P2P_COMMON_DONE,09-11-2013,DONE
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Common_EditMultipleSplits,9/14/2017,Edit Multiple Splits
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Common_SelectLines,7/14/2017,SELECT LINES
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Common_All,7/14/2017,All
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ManufacturerName,7/14/2017,Manufacturer Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ManufacturerItemNumber,7/14/2017,Manufacturer Item Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ManufacturerModelNumber,7/14/2017,Manufacturer Model Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TimeSheetNumber,7/14/2017,Timesheet Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PriceType,7/14/2017,Price Type
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_JobTitle,7/14/2017,Job Title
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_MarkupPercent,7/14/2017,Margin
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_BaseRate,7/14/2017,Pay Rate
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ReportingManager,7/14/2017,Reporting Manager
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TimeSheet,7/14/2017,Timesheet
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ContingentWorkerName,7/14/2017,Contingent Worker Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ZeroSplitsNotAllowed,7/14/2017,Split line value cannot be 0.00
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ChangeImage,7/14/2017,Change Image
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PopOut,7/14/2017,Pop Out
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_MandatoryFieldsMissingInLineSection,7/14/2017,Mandatory fields are missing in line section
0.GEP.Cumulus.P2P.Resources.en-US,PLATFORM_ThisFieldShouldBeNumber,6/13/2018,This field should be a number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Common_Ok,6/13/2018,Ok
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_MULTIPO,08/13/2019,Multi PO Invoice
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_DELIVERTO,08/13/2019,Deliver To 
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_DeliverToAddress,08/13/2019,Deliver To Address 
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ShouldNotBeBlank,08/13/2019,should not be left blank
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SaveForFutureReference,08/13/2019,Save location for future reference
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_EnterValidZipCode,08/13/2019,Please enter a valid zipcode
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LocationName,08/13/2019,Location Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LocationCode,08/13/2019,Location Code
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AddressLine1,08/13/2019,Address Line 1
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AddressLine2,08/13/2019,Address Line 2
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Zip,08/13/2019,ZipCode
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ContactPerson,08/13/2019,Contact Person
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TelephoneNumber,08/13/2019,Telephone Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AddNewShiptoLocation,08/13/2019,Add New Ship to Location
0.GEP.Cumulus.P2P.Resources.en-US,P2P_CMN_InterfaceStatus,08/13/2019,Interface Status
0.GEP.Cumulus.P2P.Resources.en-US,QueuedForERPProcessing,12/5/2017,Queued for ERP Processing
0.GEP.Cumulus.P2P.Resources.en-US,SendingToERPInProgress,12/5/2017,Sending to ERP in Progress
0.GEP.Cumulus.P2P.Resources.en-US,SentToERP,12/5/2017,Sent to ERP
0.GEP.Cumulus.P2P.Resources.en-US,AcceptedByERP,12/5/2017,Accepted by ERP
0.GEP.Cumulus.P2P.Resources.en-US,RejectedByERP,12/5/2017,Rejected by ERP
0.GEP.Cumulus.P2P.Resources.en-US,CancelledByERP,12/5/2017,Cancelled by ERP
0.GEP.Cumulus.P2P.Resources.en-US,CancellationFailed,12/5/2017,Cancellation Failed
0.GEP.Cumulus.P2P.Resources.en-US,SendingToERPFailed,12/5/2017,Sending to ERP Failed
0.GEP.Cumulus.P2P.Resources.en-US,CancellationToERPInProgress,12/5/2017,Cancellation to ERP in Progress
0.GEP.Cumulus.P2P.Resources.en-US,PickedUpForProcessing,12/5/2017,Picked up for Processing
0.GEP.Cumulus.P2P.Resources.en-US,UpdatedPickedUpForProcessing,12/5/2017,Updated Picked up for Processing
0.GEP.Cumulus.P2P.Resources.en-US,Platform_enter_value,12/5/2017,You must enter a value for the attribute
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceTotal,/9/2019,Invoice Total
0.GEP.Cumulus.P2P.Resources.en-US,Platform_SupplierICard_CompanyProfile,12/5/2017,Company Profile
0.GEP.Cumulus.P2P.Resources.en-US,Platform_SupplierICard_360Dashboard,12/5/2017,360 Dashboard
0.GEP.Cumulus.P2P.Resources.en-US,Platform_SupplierICard_PhoneNumber,12/5/2017,Ph
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_HeadquarterLocation,12/5/2017,Headquarter Location (Country)
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_SupplierVatNumber,12/5/2017,Supplier VAT Number
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_SupplierProfileStatus,12/5/2017,Supplier Profile Status
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_PreferredSupplier,12/5/2017,Supplier Preferred Supplier
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_OwnedBy,12/5/2017,Owned By
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_DoingBusinessAs,12/5/2017,Doing Business As
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_SupplierCode,12/5/2017,Supplier Code
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_DUNSNumber,12/5/2017,DUNS Number
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_PrimaryContactName,12/5/2017,Primary Contact Name
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_Category,12/5/2017,Category
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_Region,12/5/2017,Region
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_BusinessType,12/5/2017,Business Type
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_SourceType,12/5/2017,Source type
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_RelationshipType,12/5/2017,Relationship Type
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_DiversityStatus,12/5/2017,Diversity Status
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_SupplierRiskType,12/5/2017,Supplier Risk Type
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_ContactEmailID,12/5/2017,Contact Email ID
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_Diversity,12/5/2017,Diversity
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_CompanyFax,12/5/2017,Fax
0.GEP.Cumulus.P2P.Resources.en-US,Platform_Close,12/5/2017,Close
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_Close,12/5/2017,Close
0.GEP.Cumulus.P2P.Resources.en-US,Platform_SupplierICard_Comments,12/5/2017,Comments
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_Contract,12/5/2017,Contract
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_PO,12/5/2017,Purchase Order
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_ScoreCard,12/5/2017,Scorecard
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_RFX,12/5/2017,RFX
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_Auction,12/5/2017,Auction
0.GEP.Cumulus.P2P.Resources.en-US,Platform_SupplierICard_Status,12/5/2017,Status
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_popupComplianceStatus,12/5/2017,Compliance Status
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_ComplianceForm,12/5/2017,Form Name
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_CompliancePeriod,12/5/2017,Response Validity Period 
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_ComplianceStatus,12/5/2017,Status
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICard_ComplianceExpiresOn,12/5/2017,Expires On
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICardCompliantStatus_Invited,12/5/2017,Response pending
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICardCompliantStatus_Submitted,12/5/2017,Compliant
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICardCompliantStatus_Accepted,12/5/2017,Accepted
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICardCompliantStatus_ApprovalPending,12/5/2017,Pending for approval
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICardCompliantStatus_Approved,12/5/2017,Compliant
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICardCompliantStatus_Rejected,12/5/2017,Non-Compliant
0.GEP.Cumulus.P2P.Resources.en-US,SupplierICardCompliantStatus_InvitationExpired,12/5/2017,Non-Compliant
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TaxBaseDetails,12/5/2017,Tax Base Details
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TaxDescription,12/5/2017,Tax Description
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_StartDateShouldNotLessThanCurrentDate,12/5/2017,Please enter a valid Date. Start Date Should not be less than End Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_EndDateShouldNotLessThanStartDate,12/5/2017,Please enter a valid Date. End Date Should not be less than Start Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SelectShipServiceToToProceed,12/5/2017,Select Ship/Service To to proceed
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_EditMultipleSplits,12/5/2017,Edit Multiple Splits
0.GEP.Cumulus.Reports.P2P.Resources.en-US,P2P_INV_Prorate,28/08/2019,Prorate

